Gas,NFR/CRF Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Methane,3J,Agriculture livestock - sheep wastes,Non-fuel combustion,kilotonne,0.157931071,0.156056089,0.15343675,0.155784338,0.157019715,0.155273489,0.149089727,0.154132187,0.155489144,0.155869361,0.148726234,0.143140138,0.137975732,0.130597024,0.129917118,0.129072505,0.117844293,0.118919282,0.114681492,0.113321633,0.107560387,0.109406486,0.109240575,0.108567215,0.108611919,0.108370647,0.106511575,0.10906517,0.103164667,0.107019702,0.100343265,0.108313095,0.101906039
Methane,3J,Agriculture livestock - deer enteric,Non-fuel combustion,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.464e-05,5.58e-05,6.084e-05,6.624e-05,6.624e-05,8.748e-05,9.37599999999998e-05,0.00010004,0.00010632,0.0001126,0.00011888,0.00012516,0.00013144,0.00013772,0.000144,0.000144
Methane,3J,Agriculture livestock - deer wastes,Non-fuel combustion,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.464e-05,5.58e-05,6.084e-05,6.624e-05,6.624e-05,8.748e-05,9.37599999999998e-05,0.00010004,0.00010632,0.0001126,0.00011888,0.00012516,0.00013144,0.00013772,0.000144,0.000144
Methane,4A,Peatland - Forest Land - Drainage and rewetting and other management of organic and mineral soils,Forest drained,kilotonne,3.389589362,3.433535124,3.471912426,3.504305786,3.546724947,3.583122563,3.617632846,3.649562998,3.679130637,3.707615865,3.727303398,3.739020364,3.74959904,3.758208144,3.760412436,3.761084791,3.763964008,3.763714323,3.762374993,3.759387451,3.756811744,3.755088302,3.750852287,3.745924894,3.741363193,3.720480512,3.713077748,3.706099887,3.690667351,3.666316149,3.656507619,3.647286723,3.63708322
Methane,4A1,Other LULUCF,Forest miscellaneous,kilotonne,0.159016858,0.259807492,0.078236286,0.127177786,0.10563587,0.731096604,0.392587856,0.518527519,0.299698579,0.061045086,0.177762253,0.239967593,0.206377989,0.17978451,0.229889578,0.41742651,0.413426301,0.37249709,0.347628585,0.035078322,0.293387553,0.533340293,0.606030808,0.896714881,0.013161322,0.026020871,0.124104313,0.102605927,0.906526674,1.232895511,0.537240298,0.074539598,0.146426132
Methane,4B1,Other LULUCF - Cropland remaining Cropland - Biomass Burning - Wildfires,Cropland miscellaneous,kilotonne,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.005422428,0.002445278,0.003412583,0.017949028,0.002713974,0.003251366,0.004218671,0.008007282,0.002069104,-,0.002376,0.0003132,0.0014472,0.0013284,0.001782,0.002052,0.000972,0.000756,0.0084024,0.0019764,0.0014256,0.0002808,0.047870039
Methane,4B1,Peatland - Cropland - Drainage and rewetting and other management of organic and mineral soils,Cropland drained,kilotonne,11.87088145,11.86061416,11.85638724,11.84158628,11.82444533,11.80205616,11.78303663,11.77209793,11.75710374,11.74093291,11.71973687,11.70137965,11.68047186,11.65119221,11.62931229,11.61239088,11.58878218,11.57166796,11.55432517,11.53833876,11.52061981,11.50235616,11.4861433,11.47052361,11.45490392,11.43928423,11.42366454,11.40804485,11.39242517,11.37680548,11.36118579,11.3455661,11.32994641
Methane,4B2,Forestry - Forest Land converted to Cropland - Biomass Burning - Controlled Burning,Land converted from forest land,kilotonne,0.002653238,0.002718422,0.0027826,0.00284712,0.002911248,0.002975214,0.003038779,0.003102155,0.003165363,0.003228444,0.002041788,0.002116647,0.002191182,0.002265751,0.002340403,0.002414678,0.002488098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Eroding modified bog drained,kilotonne,0.838957715,0.835782469,0.832989304,0.83082536,0.828020719,0.825564538,0.823403499,0.821159485,0.819099966,0.817292865,0.810741257,0.804644157,0.798614469,0.792822475,0.787370425,0.782000348,0.7766215,0.771345198,0.766125218,0.760970897,0.755750983,0.750561417,0.745535009,0.744055685,0.74213368,0.727095433,0.717516778,0.713210593,0.693309996,0.67104571,0.63496252,0.604485173,0.587857093
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Eroding modified bog undrained,kilotonne,1.58435714,1.578756393,1.573787088,1.569795065,1.564736083,1.560342154,1.556509243,1.552532261,1.54880889,1.545517142,1.54259416,1.540507293,1.538546758,1.537039274,1.536120564,1.53534739,1.534575167,1.534003489,1.533521947,1.533166317,1.532702731,1.532307821,1.532184415,1.532184415,1.532184415,1.532184415,1.532184415,1.532184415,1.532184415,1.532178002,1.532178002,1.532178002,1.532178002
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Extensive grassland drained,kilotonne,2.962414374,2.954656048,2.947359499,2.941572439,2.934511386,2.928664209,2.923403856,2.918342685,2.913290215,2.908182477,2.8879482,2.874127095,2.85173435,2.820968976,2.785750238,2.748593519,2.718817597,2.697874069,2.673474215,2.651637402,2.629617316,2.598028453,2.567824314,2.556485851,2.547248441,2.5239931,2.499572607,2.486208653,2.454594349,2.420009716,2.380437846,2.341602255,2.334798368
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Intensive grassland drained,kilotonne,16.74628076,16.66977688,16.59819714,16.55305146,16.46891484,16.41293713,16.32843811,16.26773099,16.2239511,16.16571133,16.07964584,16.01679587,15.96530778,15.90532846,15.86217389,15.82324537,15.7910573,15.75445775,15.72181369,15.69216724,15.66272931,15.63500954,15.61251084,15.59234125,15.57217165,15.55137294,15.53120335,15.51103376,15.49086417,15.46780582,15.44763622,15.42746663,15.40729704
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Modified bog drained,kilotonne,22.31222732,22.23853635,22.17250874,22.11943242,22.0527827,21.99506359,21.94445654,21.89245369,21.84341976,21.80037212,21.56360382,21.33764275,21.11302303,20.89351551,20.68219108,20.47218964,20.26186828,20.05426888,19.84841099,19.64443603,19.4392053,19.23548274,19.03530134,18.91210988,18.78604116,18.57954229,18.3817035,18.23958887,17.99726282,17.72189675,17.38626005,16.97730064,16.73567476
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Modified bog undrained,kilotonne,55.27712018,55.09028818,54.92195575,54.78475936,54.61438833,54.46737354,54.33820427,54.20561426,54.07960749,53.96838708,53.869774,53.79917402,53.73221175,53.67832154,53.64555066,53.61610574,53.58607452,53.56323246,53.54470982,53.53105073,53.5142996,53.50152345,53.49753102,53.49753102,53.49753102,53.49753102,53.49753102,53.49753102,53.49753102,53.49732355,53.49732355,53.49732355,53.49732355
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted bog,kilotonne,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.297052172,0.345989953,0.394927733,0.443865514,0.492803294,0.541741075,0.590678855,0.639616636,0.688554416,0.737492197,0.786429978,0.835367758,0.884305539,0.933243319,0.960605225,0.989273822,1.055686692,1.11139193,1.147208868,1.228825729,1.320960015,1.447951133,1.580521782,1.632750069
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted modified bog,kilotonne,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,6.42720202065228e-18,0.342093548,0.684187096,1.026280644,1.368374192,1.710467739,2.052561287,2.394654835,2.736748383,3.078841931,3.420935479,3.763029027,4.105122575,4.447216123,4.659446633,4.876634014,5.232383996,5.573214663,5.818045446,6.235517418,6.70976563,7.287985752,7.99252862,8.40879437
Methane,4C,Peatland - Grassland - Drainage and rewetting and other management of organic and mineral soils,Rewetted fen,kilotonne,-,-,-,-,-,-,-,-,-,-,0.062748528,0.125497055,0.188245583,0.25099411,0.313742638,0.376491165,0.439239693,0.50198822,0.564736748,0.627485275,0.690233803,0.75298233,0.815730858,0.868449771,0.921168683,0.977379017,1.030097929,1.082816842,1.135535755,1.192005465,1.187631439,1.167416606,1.144158977
Methane,4C1,Other LULUCF - Grassland remaining Grassland - Biomass Burning - Wildfires,Grassland miscellaneous,kilotonne,0.362546978,0.362545993,0.362546369,0.362543941,0.362544353,0.362540674,0.362534972,0.362530159,0.362523455,0.36252303,0.362523445,0.180740683,0.239803193,1.127403458,0.197137208,0.229944415,0.288989023,0.520307905,0.157708384,0.217276072,0.45769093,0.88293442,0.166575668,0.290047583,0.177178172,0.208215182,0.271629809,0.262888888,0.316106977,0.534421273,0.27031619,0.273981601,0.445629274
Methane,4C2,Forestry - Forest Land converted to Grassland - Biomass Burning - Controlled Burning,Land converted from forest land,kilotonne,0.063360744,0.065438166,0.067534997,0.069676183,0.071856418,0.074072184,0.076308093,0.096623651,0.078993196,0.080611052,0.671456846,0.803696967,0.765704933,0.902398956,0.643069825,0.74188368,0.623595095,0.78566833,0.721850775,0.784055998,0.798805336,0.610929063,0.603179235,0.558662978,0.734351067,0.463468663,0.550809722,0.515985898,0.376307409,0.408121435,0.483747132,0.569027594,0.506322276
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Rewetted bog,kilotonne,0.039961811,0.082549812,0.125137813,0.167725814,0.210313815,0.252901816,0.295489816,0.338077817,0.380665818,0.423253819,0.503077796,0.582901772,0.662725749,0.702595094,0.739831069,0.777067045,0.814303021,0.851538997,0.888774972,0.926010948,0.963246924,1.000482899,1.037718875,1.058274429,1.074946731,1.340120518,1.384555575,1.421383012,1.588949945,1.892750983,1.9840703,2.061770867,2.152330517
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Rewetted fen,kilotonne,0.019503769,0.037109455,0.054715141,0.072320827,0.089926513,0.107532199,0.125137885,0.142743571,0.160349257,0.177954943,0.224517927,0.271080911,0.317643895,0.347538405,0.377432915,0.407327425,0.46482076,0.522314095,0.57980743,0.637300766,0.694794101,0.727545658,0.760297215,0.793048772,0.825800329,0.875540103,0.932480026,0.968921646,1.260307158,1.296879162,1.508702998,1.600408823,1.692114649
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Domestic extraction,kilotonne,9.474970041,9.449306874,9.423612258,9.397886192,9.372128676,9.346339711,9.320519296,9.294685327,9.268837803,9.242976726,9.217102094,9.191213908,9.165318246,9.164543158,9.165364859,9.166179083,9.166198391,9.166217754,9.166237172,9.166256646,9.166276174,9.166295757,9.166315395,9.165791121,9.164519871,9.1581696,9.158179612,9.158189623,9.158199635,9.153087682,9.146254419,9.142470113,9.142480125
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Industrial extraction,kilotonne,0.744804626,0.734728941,0.724709429,0.714689918,0.704670406,0.694650895,0.684631383,0.674611872,0.66459236,0.654572849,0.644553337,0.634533826,0.624514314,0.639107434,0.653700553,0.668293673,0.655427504,0.642561336,0.629695167,0.616828999,0.60396283,0.603600191,0.603237551,0.602874912,0.602512273,0.589889105,0.577832487,0.574789226,0.417541471,0.414280931,0.344042942,0.346100662,0.346100662
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Near-natural bog,kilotonne,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882,71.80916882
Methane,4D,Peatland - Wetlands - Drainage and rewetting and other management of organic and mineral soils,Near-natural fen,kilotonne,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631,0.38301631
Methane,4D2,Forestry - Forest Land converted to Other Wetlands - Biomass Burning - Controlled Burning,Land converted from forest land,kilotonne,-,-,-,-,-,-,-,-,-,-,0.084945696,0.087864165,0.090770338,0.09367722,0.096584886,0.09947653,0.102335187,0.105171049,0.107989812,0.110763606,0.113513697,0.116213913,0.118341901,0.064744616,0.049174634,0.835749588,0.149148543,0.125283452,0.569375517,1.010460876,0.278294928,0.250607469,0.319381843
Methane,4E,Peatland - Settlements - Drainage and rewetting and other management of organic and mineral soils,Settlement drained,kilotonne,0.532065577,0.52938946,0.53016334,0.526681093,0.523777494,0.519888849,0.519010734,0.517951735,0.517223226,0.515908489,0.513340537,0.50897965,0.508336576,0.510903099,0.516214114,0.522067567,0.521820142,0.52259416,0.525141632,0.527635993,0.531762829,0.535456322,0.539043125,0.543835977,0.547298774,0.55092049,0.559931775,0.568399901,0.577166599,0.585593304,0.593545102,0.601809363,0.610060698
Methane,4E2,Forestry - Forest Land converted to Settlements - Biomass Burning - Controlled Burning,Land converted from forest land,kilotonne,0.149067119,0.142337107,0.1352949,0.134330479,0.139441871,0.128717574,0.145202963,0.165377507,0.167848151,0.214116399,0.080329633,0.068605029,0.082559672,0.160627223,0.264115254,0.26229696,0.09251257,0.142400551,0.175369021,0.146315764,0.322605617,0.287155035,0.270301171,0.263340508,0.207997248,0.292860218,0.677737319,0.523599593,0.626699146,0.542073357,0.403416766,0.507421251,0.51122914
Methane,5A1a,Landfill,Non-fuel combustion,kilotonne,2414.111334,2438.299756,2441.588048,2462.908995,2484.355124,2529.095662,2537.053249,2529.356914,2489.366534,2378.957692,2279.922581,2231.333132,2184.28167,2036.975789,1861.188201,1753.588972,1626.617223,1494.396172,1320.812688,1163.978155,975.408462,887.4983125,829.085021,710.262979,613.9246212,590.7560151,561.9371799,569.3047327,572.7167046,564.710471,515.553146,484.5126113,485.9638805
Methane,5B1a,Composting (at household),Biological waste,kilotonne,0.725286912,0.727025323,0.728582748,0.730552814,0.732850855,0.734614826,0.736529321,0.738572399,0.741454554,0.743917229,0.746703331,0.749765593,0.749490283,0.749198594,0.952939103,1.156231901,1.359637453,1.563217066,1.766487801,1.969570976,1.984307659,2.000033767,2.012018571,2.023330041,2.037398396,2.052159188,2.068027705,2.079591411,2.091110929,2.102279606,2.110360505,2.107411817,2.115142165
Methane,5B1a,Composting (at permit sites),Process emission,kilotonne,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.052224,0.112224,0.112224,0.112224,0.137824,0.139164,0.146244,0.15308864,0.156584,0.156388,0.170668,0.165556,0.1673,0.175084,0.147304,0.127552,0.128264,0.146268,0.1423814
Methane,5B1a,Total composting (non-household),Biological waste,kilotonne,-,0.916144432,1.832288863,2.748433295,3.664577727,4.580722159,5.49686659,6.413011022,7.329155454,8.245299885,9.161444317,10.07758875,10.99373318,11.90987761,12.82602204,13.74216648,14.65831091,15.98550829,15.41865602,19.15241973,19.58724305,20.0535161,21.70256431,22.21491244,24.81456721,23.68430747,25.15053777,27.36074164,25.38999192,22.04004735,21.94907348,23.28590396,17.58490821
Methane,5B1a,Mechanical Biological Treatment - Composting,Biological waste,kilotonne,-,-,-,-,-,-,-,-,-,-,-,0.2715264,0.2501472,0.228768,0.148714,0.355666667,0.4424736,2.170713,2.517076,1.752044,5.12824,7.594278,6.876470179,8.55346232,9.757364831,10.96126734,12.16516985,13.36907236,14.57297488,15.77687739,16.9807799,18.18468241,19.38858492
Methane,5B2a,Anaerobic Digestion (other),Biological waste,kilotonne,0.004282977,0.004282977,0.004282977,0.004282977,0.007288575,0.007288575,0.007288575,0.007789508,0.007789508,0.007789508,0.007789508,0.007789508,0.047864145,0.047864145,0.072950868,0.156468917,0.169984088,0.186013943,0.208310469,0.306994264,0.614213947,1.085191122,1.524165193,2.452646739,3.801006232,4.719971258,5.907955714,6.283775642,6.058713591,5.661077118,6.126989657,6.387012318,6.791419815
Methane,5B2a,Mechanical Biological Treatment - Anaerobic Digestion,Biological waste,kilotonne,-,-,-,-,-,-,-,-,-,-,-,0.01357632,0.01250736,0.0114384,0.0297428,0.014226667,0.02212368,0.0326774,0.053331298,0.292455809,0.057809504,0.083851901,0.636769164,0.480553278,0.562763973,0.644974668,0.727185363,0.809396058,0.891606753,0.973817448,1.056028143,1.138238838,1.220449533
Methane,5C1.1b,Incineration - sewage sludge,Sewage sludge combustion,kilotonne,0.02925,0.02691,0.02808,0.03276,0.02808,0.03198,0.03432,0.03159,0.07215,0.073877408,0.075604815,0.077332223,0.07905963,0.080787038,0.082514445,0.084241853,0.08596926,0.08378175,0.07476807,0.07765329,0.090023677,0.08741694,0.08158956,0.07805421,0.06785181,0.06581874,0.05762172,0.05177367,0.04351269,0.03426384,0.0277173,0.02754336,0.03154749
Methane,5C1.2a,Incineration,MSW,kilotonne,4.211783604,4.188497292,3.966505452,3.454368372,2.429991564,2.230642512,2.362590695,0.0389823,0.0407778,0.04075785,0.048304935,0.00021945,0.0001995,0.00017955,0.0001596,0.00013965,0.0001197,9.975e-05,7.98e-05,5.985e-05,3.99e-05,1.99500000000001e-05,-,-,-,-,-,-,-,-,-,0.01856652,0.026209302
Methane,5C1.2b,Incineration - clinical waste,Clinical waste,kilotonne,0.008837321,0.008837321,0.00833343,0.00782959,0.007325675,0.006821709,0.006317919,0.005814079,0.005965181,0.006116333,0.006267485,0.006418331,0.006569483,0.005590846,0.004609163,0.003629732,0.002653398,0.002845121,0.002913356,0.003097133,0.00294774,0.002726089,0.002711257,0.00257126,0.002621104,0.002354473,0.002379015,0.002364771,0.002352477,0.002444566,0.002358487,0.002047325,0.00205462
Methane,5C1.2b,Incineration - chemical waste,Chemical waste,kilotonne,0.141403976,0.141403976,0.141403976,0.141403976,0.141078909,0.140753843,0.140230204,0.139829549,0.122743869,0.11417129,0.100859463,0.086763842,0.065377713,0.059525894,0.064269134,0.067123421,0.032121065,0.035353631,0.035521004,0.03501182,0.028295045,0.028304037,0.028575528,0.027099925,0.027050795,0.02668565,0.026222085,0.02640281,0.026263238,0.02618185,0.026151275,0.026377694,0.026331897
Methane,5C2.1b,Small-scale waste burning,Waste,kilotonne,2.185329145,2.152559202,2.090730419,2.057999214,2.045976851,2.002412314,2.044746231,2.046191418,2.014587882,1.963951773,1.945523977,1.952960515,1.967603146,1.82636543,1.810747218,1.818760772,1.792400375,1.790508387,1.791414351,1.769751343,1.756272811,1.748624793,1.746119816,1.740428966,1.739336006,1.75780375,1.763643961,1.776221753,1.797982434,1.806811468,1.792394094,1.805837266,1.810345254
Methane,5C2.1b,Small-scale waste burning,Wood,kilotonne,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,0.0049725,-,-,-,-,-,-,-,-,-,-,-,-
Methane,5C2.2b,Accidental fires - vehicles,Mass burnt,kilotonne,0.064025,0.0739375,0.074025,0.0745375,0.068975,0.07185,0.07475,0.0705625,0.069775,0.0822,0.0798,0.0854,0.0811625,0.0791375,0.06753425,0.062401375,0.057725125,0.05126525,0.044811763,0.042326999,0.039270064,0.034925332,0.030767602,0.030933619,0.028282366,0.028638741,0.030031241,0.028778225,0.028733234,0.026669508,0.02422104,0.025862247,0.027513885
Methane,5C2.2b,Accidental fires - dwellings,Mass burnt,kilotonne,0.28438215,0.28341235,0.2814682,0.2707549,0.268177,0.297427,0.2971124,0.28460315,0.276315,0.3024762,0.2834676,0.2727322,0.267070381,0.273546817,0.235594535,0.233179125,0.225335046,0.214612107,0.197564904,0.18597992,0.172063959,0.166541778,0.153541002,0.14422187,0.130900085,0.131457359,0.133616613,0.129513949,0.130827629,0.123730569,0.118140694,0.118313644,0.121368722
Methane,5C2.2b,Accidental fires - other buildings,Mass burnt,kilotonne,0.66049295,0.561041,0.55567915,0.5163574,0.5043558,0.6151834,0.52954395,0.4598347,0.41465255,0.4671433,0.4083183,0.46535775,0.465923143,0.540871807,0.43415118,0.412703996,0.422183076,0.400478622,0.311400692,0.233373033,0.154366443,0.158327982,0.121199027,0.123288403,0.114721189,0.119376175,0.119085704,0.11843773,0.111593039,0.107116805,0.095408585,0.092205955,0.101307383
Methane,5D1,Sewage sludge decomposition,Non-fuel domestic,kilotonne,45.42154091,45.96834575,46.84425251,47.60204808,47.12873145,44.50328415,46.92515566,49.18801311,45.7854499,41.75410777,37.29125853,19.62211185,19.0048955,20.71207053,21.4035828,23.53489032,25.18714487,25.65488712,26.12715596,26.08910328,24.24208382,22.40774056,20.55519289,19.13996438,19.21536909,19.84535159,18.21460227,17.62571297,17.77317524,17.32022904,16.92009696,16.74630451,17.29203082
Methane,5D1,Sewage sludge decomposition in private systems,Non-fuel domestic,kilotonne,8.257615177,8.363748303,8.235414211,8.265956125,8.403099006,8.585451233,8.554209916,8.451286593,8.67653619,8.853042495,8.986125009,9.342243125,9.587435234,10.01481251,10.73087772,10.87339411,11.07468052,11.41050373,11.5720316,11.17718693,10.76432162,10.41379984,9.94783004,10.27105761,10.3617528,10.3525012,10.85950914,10.94396847,11.01561,10.87383815,11.27970134,11.45014189,11.09390919
Methane,5D2,Industrial Waste Water Treatment,Non-fuel combustion,kilotonne,30.99629059,30.93491191,31.63197539,31.79630486,32.65241681,32.03315558,29.99964541,33.16319088,31.71299434,31.73189273,29.18647443,27.4181765,29.28918463,30.2222885,29.92897902,31.04766197,41.99814658,44.80535157,40.12298923,38.10878714,37.98205311,42.02648606,41.40855588,41.8456462,45.68735311,42.25168549,38.35186954,43.75692217,44.38182627,41.68206067,37.58523868,42.3819554,44.56281693
Methane,Aviation_Bunkers,Aircraft - international take off and landing,Aviation spirit,kilotonne,0.000352563,0.000289556,0.000380706,0.000508163,0.000487987,0.000361014,0.000277688,0.000352902,0.00045357,0.00047974,0.000235355,0.000129397,0.000246434,0.000196288,0.000224583,0.000175226,0.000131138,0.000135074,0.000137607,0.000117826,7.13434955627849e-05,7.39031313966851e-05,7.05395319338768e-05,6.412147092955e-05,5.57764461704449e-05,4.57194625116223e-05,5.68051913753882e-05,2.30424780627461e-05,2.36746347186069e-06,4.55920322116977e-06,-,1.29064069622463e-07,1.87252787189453e-08
Methane,Aviation_Bunkers,Aircraft - international take off and landing,Aviation turbine fuel,kilotonne,0.309728155,0.251179044,0.230486283,0.216398401,0.199688208,0.193846818,0.195948939,0.193307935,0.19715404,0.179280918,0.159731272,0.138470492,0.132739039,0.129337528,0.123305586,0.12953399,0.130565778,0.127939368,0.120476921,0.110242993,0.101755407,0.105592633,0.100749208,0.109031135,0.110315948,0.113113204,0.118707514,0.123855174,0.123074027,0.118871128,0.04241434,0.037545829,0.079890509
Methane,Aviation_Bunkers,Aircraft - international take off and landing,Sustainable Aviation Fuel (SAF) - bio based,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000118712,0.000735888
Methane,Marine_Bunkers,Shipping - international IPCC definition,Fuel oil,kilotonne,0.093718467,0.089623516,0.090867852,0.091248554,0.077108097,0.091656372,0.10286614,0.122190257,0.119257799,0.09332603,0.079999194,0.074563121,0.074475538,0.083787314,0.093965103,0.106285292,0.114316411,0.124756892,0.181863656,0.177009056,0.152859316,0.16656982,0.132390273,0.119727892,0.110261771,0.094348393,0.100042999,0.097037395,0.092886966,0.083204435,0.076681218,0.080260118,0.082114883
Methane,Marine_Bunkers,Shipping - international IPCC definition,Gas oil,kilotonne,0.039183537,0.041118179,0.042642753,0.039782244,0.041199548,0.038279432,0.041591863,0.0399727,0.048106774,0.039852799,0.039433323,0.049285818,0.039613835,0.031430871,0.037384206,0.031321581,0.036204898,0.031725983,0.035996835,0.036913898,0.033928614,0.034677205,0.039248136,0.046312646,0.057783178,0.056469465,0.059622988,0.056345141,0.055129164,0.053230698,0.04449104,0.044736839,0.043425312
Methane,non-IPCC,Accidental fires - vegetation,Area burnt,kilotonne,0.469764706,0.275215686,0.232509804,0.227764706,0.360627451,0.830392157,0.521960784,0.327411765,0.19407451,0.296568627,0.285654902,0.346392157,0.311752941,3.554571429,0.291823529,0.343545098,0.443666667,0.274741176,0.209258824,0.254738629,0.325481735,0.302958145,0.116847731,0.209902938,0.147327164,0.170091467,0.150271887,0.167228137,0.264500366,0.167271043,0.187696638,0.186839992,0.186839992
Methane,non-IPCC,Accidental fires - forests,Area burnt,kilotonne,0.377142857,0.220952381,0.186666667,0.182857143,0.28952381,0.666666667,0.696428571,0.395238095,0.064285714,0.203571429,0.316666667,0.269047619,0.176190476,0.282142857,0.24952381,0.24952381,0.24952381,0.24952381,0.24952381,0.24952381,0.506349206,3.442460317,0.167857143,0.598412698,0.349603175,0.55952381,0.319047619,0.398888889,0.398888889,0.398888889,0.398888889,0.398888889,0.398888889
Methane,non-IPCC,Accidental fires - straw,Mass burnt,kilotonne,0.063767647,0.037358824,0.031561765,0.030917647,0.048952941,0.112720588,0.070852941,0.044444118,0.026344412,0.040257353,0.038775882,0.047020588,0.042318529,0.09855,0.039613235,0.046634118,0.060225,0.037294412,0.028405588,0.03457919,0.044182128,0.04112469,0.015861355,0.028493023,0.019998749,0.023088862,0.020398477,0.022700183,0.035904285,0.022706007,0.025478655,0.025362371,0.025362371
Nitrous Oxide,1A1ai,Miscellaneous industrial/commercial combustion,MSW,kilotonne,0.008487481,0.008991572,0.009413601,0.009624616,0.010597628,0.011711317,0.011129854,0.00718974,0.00759653,0.008141651,0.011848477,0.012536619,0.014766341,0.017685378,0.017515394,0.018895196,0.017037094,0.020051088,0.02171107,0.020575108,0.01939108,0.021707553,0.020317511,0.021460567,0.021194084,0.023927897,0.025000555,0.030629959,0.030241926,0.029299394,0.034013574,0.04094389,0.037079879
Nitrous Oxide,1A1ai,Power stations,Coal,kilotonne,3.534823301,3.511958597,3.296499438,2.744449571,2.596899439,2.480991661,2.287455214,1.940631052,1.99646546,1.694856892,1.91659314,2.110510236,1.975819574,2.179254639,2.096701925,2.167248157,2.393752816,2.183913225,1.988155107,1.632253969,1.721157831,1.734474431,2.30934594,2.142040241,1.64190628,1.248584074,0.512081804,0.370150408,0.280537414,0.122381218,0.098177336,0.109624708,0.096328715
Nitrous Oxide,1A1ai,Power stations,Fuel oil,kilotonne,0.149169214,0.111985314,0.078589251,0.070796607,0.054244124,0.05158409,0.051431466,0.026538621,0.02261439,0.023427401,0.023083688,0.024314862,0.019124741,0.017908203,0.020205765,0.016676182,0.021579907,0.017668467,0.025035385,0.018834506,0.013543979,0.00951271,0.010796593,0.008479784,0.007142019,0.007020713,0.007513186,0.005639521,0.005626342,0.005178638,0.003999222,0.003960387,0.003880972
Nitrous Oxide,1A1ai,Power stations,Gas oil,kilotonne,0.005261479,0.005502878,0.005343812,0.005731276,0.006051485,0.005352308,0.005691373,0.00865876,0.008323082,0.009717165,0.008284424,0.008355276,0.008422121,0.00859057,0.009664258,0.009277766,0.009808294,0.007308592,0.007529085,0.006903144,0.006686387,0.006799172,0.006599175,0.006878453,0.006984307,0.006662732,0.006197437,0.005999796,0.006389905,0.006181502,0.005546604,0.005598418,0.005071234
